Age,Gender,BusinessTravel,Job Function,Distance Between Company and Home (KM),"Education (1 is lowest, 5 is highest)","Job Satisfaction (1 is lowest, 4 is highest)",MaritalStatus,Salary ($),"Performance Rating (1 is lowest, 4 is highest)","Work Life Balance (1 is worst, 4 is best)",Length of Service (Years),Resign Status
20,Male,Travel_Rarely,Research & Development,4,3,1,Single,2973,3,3,1,Yes
31,Female,Travel_Rarely,Research & Development,12,3,4,Married,5855,3,1,9,No
40,Male,Travel_Frequently,Research & Development,9,4,2,Divorced,3617,3,3,1,No
32,Female,Travel_Rarely,Research & Development,3,4,1,Married,6725,3,4,8,No
36,Male,Travel_Rarely,Sales,3,1,4,Married,10325,3,3,16,Yes
33,Female,Travel_Rarely,Research & Development,1,3,4,Single,6949,3,3,5,No
37,Male,Travel_Rarely,Sales,1,4,3,Married,10609,3,1,14,Yes
45,Male,Non-Travel,Research & Development,4,2,2,Married,4447,3,2,9,No
29,Female,Travel_Frequently,Sales,20,3,4,Married,2157,3,3,3,No
35,Female,Travel_Rarely,Sales,18,3,3,Married,4601,3,3,5,No
52,Male,Travel_Rarely,Research & Development,1,2,4,Married,17099,3,2,9,No
58,Male,Travel_Rarely,Research & Development,2,3,3,Single,2479,4,3,1,Yes
53,Male,Travel_Rarely,Sales,2,2,3,Divorced,14852,3,4,17,No
30,Male,Travel_Rarely,Sales,8,2,3,Divorced,7264,3,4,8,No
38,Female,Non-Travel,Sales,10,3,4,Single,5666,3,3,5,No
35,Male,Travel_Rarely,Sales,3,4,4,Divorced,7823,3,3,10,No
39,Male,Travel_Rarely,Sales,2,5,3,Single,7880,3,3,8,No
40,Female,Non-Travel,Sales,24,3,2,Single,13194,3,2,1,Yes
47,Male,Travel_Frequently,Research & Development,16,4,3,Divorced,5067,3,4,19,No
36,Male,Non-Travel,Sales,8,4,4,Divorced,5079,3,3,7,No
31,Male,Non-Travel,Research & Development,9,2,1,Single,2321,4,3,3,Yes
33,Male,Non-Travel,Sales,17,3,3,Single,17444,3,3,10,No
29,Female,Travel_Rarely,Research & Development,10,3,1,Single,2404,4,3,0,Yes
33,Female,Travel_Rarely,Research & Development,13,1,4,Single,3452,3,3,3,No
45,Female,Travel_Rarely,Research & Development,1,4,4,Divorced,2270,3,3,5,No
50,Male,Travel_Rarely,Research & Development,1,2,4,Divorced,17399,4,2,5,No
33,Female,Travel_Frequently,Research & Development,1,4,2,Married,5488,3,3,6,No
41,Male,Travel_Frequently,Research & Development,9,3,3,Divorced,19419,3,4,18,No
27,Female,Travel_Rarely,Research & Development,16,4,2,Married,2811,3,3,2,No
45,Male,Non-Travel,Research & Development,23,2,1,Married,3633,3,3,9,No
47,Female,Travel_Rarely,Sales,4,2,4,Single,4163,3,3,9,No
30,Female,Travel_Rarely,Research & Development,22,3,3,Married,2132,3,3,5,Yes
50,Male,Travel_Rarely,Research & Development,24,3,3,Married,13973,3,3,12,No
38,Male,Travel_Frequently,Research & Development,10,1,3,Married,2684,3,2,2,No
46,Male,Travel_Rarely,Research & Development,7,2,3,Divorced,10845,3,3,8,No
24,Female,Travel_Rarely,Research & Development,17,1,3,Divorced,4377,3,3,4,No
35,Male,Travel_Rarely,Research & Development,14,4,2,Divorced,3743,4,1,4,Yes
31,Female,Travel_Frequently,Research & Development,1,1,1,Married,4148,3,3,4,No
18,Male,Non-Travel,Research & Development,5,2,4,Single,1051,3,3,0,No
54,Female,Travel_Rarely,Research & Development,17,3,3,Married,10739,3,3,10,No
35,Female,Travel_Rarely,Research & Development,25,4,3,Divorced,10388,3,2,16,No
30,Female,Travel_Rarely,Research & Development,8,2,1,Married,11416,3,2,8,No
20,Female,Travel_Rarely,Research & Development,11,3,1,Single,2600,3,3,1,Yes
30,Female,Travel_Frequently,Research & Development,5,3,2,Single,2422,3,3,3,Yes
26,Male,Travel_Rarely,Research & Development,2,2,4,Married,5472,3,3,8,No
22,Male,Travel_Rarely,Research & Development,8,1,1,Married,2451,3,2,4,No
48,Male,Travel_Rarely,Research & Development,6,3,3,Single,4240,3,3,2,No
48,Male,Travel_Rarely,Research & Development,4,4,3,Single,10999,3,3,15,No
41,Female,Travel_Rarely,Research & Development,7,2,3,Single,5003,3,3,2,No
39,Female,Travel_Rarely,Research & Development,1,1,4,Married,12742,3,3,21,No
27,Female,Travel_Rarely,Research & Development,2,4,4,Married,4227,3,3,3,No
35,Male,Travel_Rarely,Research & Development,10,3,4,Divorced,3917,4,2,3,No
42,Male,Travel_Rarely,Sales,5,2,3,Married,18303,3,4,1,No
50,Male,Travel_Rarely,Research & Development,9,3,4,Married,2380,3,3,1,No
59,Female,Travel_Rarely,Research & Development,2,3,4,Single,13726,3,3,5,No
37,Female,Travel_Rarely,Research & Development,11,2,2,Married,4777,3,1,1,Yes
55,Male,Travel_Frequently,Research & Development,18,4,2,Married,6385,3,3,8,No
41,Female,Non-Travel,Research & Development,7,1,3,Divorced,19973,4,3,21,No
38,Male,Travel_Rarely,Sales,3,4,4,Single,6861,3,3,1,No
26,Male,Non-Travel,Sales,29,2,1,Single,4969,3,3,2,Yes
52,Female,Travel_Rarely,Sales,2,1,4,Married,19845,3,3,32,Yes
44,Female,Travel_Rarely,Sales,28,3,4,Married,13320,3,3,12,No
50,Female,Non-Travel,Sales,1,3,3,Married,6347,3,3,18,No
36,Female,Travel_Rarely,Research & Development,16,4,1,Single,2743,3,3,17,Yes
39,Female,Travel_Frequently,Research & Development,22,3,1,Single,10880,3,3,21,No
33,Female,Non-Travel,Sales,8,1,4,Single,2342,3,2,2,No
45,Female,Travel_Rarely,Sales,11,2,4,Married,17650,3,4,9,No
32,Female,Non-Travel,Research & Development,29,4,3,Single,4025,3,3,8,No
34,Male,Travel_Rarely,Sales,1,4,4,Divorced,9725,3,2,15,No
59,Male,Travel_Rarely,Sales,1,2,4,Married,11904,3,1,6,No
45,Male,Travel_Rarely,Human Resources,24,4,2,Single,2177,3,3,6,No
53,Female,Travel_Frequently,Sales,2,3,2,Married,7525,3,3,15,No
36,Male,Travel_Rarely,Research & Development,15,3,3,Divorced,4834,3,2,1,Yes
26,Male,Travel_Frequently,Research & Development,2,3,1,Married,2042,3,3,3,Yes
34,Female,Travel_Rarely,Sales,10,4,3,Married,2220,3,3,1,No
28,Male,Travel_Rarely,Sales,10,1,2,Married,1052,4,3,1,No
38,Male,Travel_Frequently,Research & Development,3,4,3,Married,2821,3,3,2,No
50,Male,Travel_Rarely,Research & Development,2,4,3,Married,19237,3,2,8,No
37,Female,Travel_Rarely,Research & Development,3,3,2,Single,4107,3,2,4,No
40,Male,Travel_Rarely,Sales,26,3,1,Married,8396,3,2,7,No
26,Female,Travel_Frequently,Research & Development,1,1,3,Divorced,2007,3,3,5,No
46,Male,Travel_Rarely,Research & Development,1,4,4,Divorced,19627,3,3,2,No
54,Female,Travel_Rarely,Sales,2,4,3,Married,10686,3,3,9,No
56,Female,Travel_Frequently,Research & Development,9,3,3,Married,2942,3,3,5,No
36,Female,Travel_Rarely,Research & Development,12,5,4,Single,8858,3,2,14,No
55,Male,Non-Travel,Research & Development,2,1,1,Single,16756,3,4,9,No
43,Male,Travel_Rarely,Sales,25,3,4,Divorced,10798,3,3,1,No
20,Female,Travel_Frequently,Sales,9,3,4,Single,2323,3,3,2,Yes
21,Female,Travel_Rarely,Research & Development,10,3,1,Single,1416,3,2,1,Yes
46,Female,Travel_Rarely,Research & Development,8,4,1,Divorced,4615,4,3,16,No
51,Male,Travel_Rarely,Research & Development,4,4,3,Married,2461,3,4,10,Yes
28,Male,Non-Travel,Research & Development,24,2,1,Single,8722,3,2,10,Yes
26,Male,Travel_Rarely,Research & Development,1,2,1,Married,3955,3,3,5,No
30,Male,Travel_Rarely,Research & Development,20,3,1,Married,9957,3,2,6,No
41,Female,Travel_Rarely,Research & Development,7,2,3,Married,3376,3,3,10,No
38,Female,Travel_Rarely,Research & Development,17,1,3,Married,8823,3,2,19,No
40,Male,Travel_Rarely,Research & Development,20,4,4,Married,10322,4,3,11,No
27,Male,Non-Travel,Research & Development,8,5,3,Married,4621,3,3,3,No
55,Male,Travel_Frequently,Research & Development,2,1,2,Married,10976,3,3,3,No
28,Female,Travel_Rarely,Research & Development,10,3,3,Single,3660,3,4,8,No
44,Male,Travel_Rarely,Human Resources,1,2,1,Married,10482,3,3,20,Yes
33,Male,Travel_Rarely,Research & Development,5,3,4,Divorced,7119,3,3,3,No
35,Male,Travel_Rarely,Sales,4,3,1,Single,9582,4,3,8,Yes
33,Female,Travel_Frequently,Research & Development,29,4,3,Single,4508,4,3,13,Yes
28,Male,Travel_Rarely,Research & Development,15,2,3,Divorced,2207,3,2,4,No
34,Male,Travel_Frequently,Research & Development,3,1,4,Single,7756,3,2,6,No
37,Female,Travel_Rarely,Sales,10,4,4,Divorced,6694,3,3,1,No
25,Male,Travel_Rarely,Research & Development,4,1,4,Married,3691,3,4,7,Yes
26,Male,Travel_Rarely,Research & Development,21,3,3,Divorced,2377,4,2,1,Yes
33,Male,Travel_Rarely,Research & Development,25,3,2,Single,2313,4,3,2,Yes
42,Male,Travel_Rarely,Research & Development,2,2,1,Married,17665,3,3,22,No
28,Male,Travel_Frequently,Research & Development,1,3,2,Divorced,2596,3,3,1,Yes
50,Male,Travel_Frequently,Sales,1,4,3,Single,4728,3,3,0,Yes
33,Female,Travel_Frequently,Sales,7,3,2,Married,4302,3,3,3,No
34,Male,Non-Travel,Research & Development,3,4,4,Married,2979,3,3,0,No
48,Male,Non-Travel,Research & Development,1,4,4,Single,16885,4,2,5,No
45,Female,Non-Travel,Sales,9,4,3,Married,5593,3,3,15,No
52,Male,Travel_Rarely,Research & Development,7,4,2,Single,10445,3,3,8,No
38,Male,Travel_Rarely,Sales,10,4,3,Divorced,8740,3,3,8,No
29,Female,Travel_Rarely,Research & Development,28,4,4,Divorced,2514,4,3,7,No
28,Female,Travel_Rarely,Research & Development,3,3,2,Divorced,7655,3,2,9,No
46,Male,Travel_Rarely,Sales,3,1,3,Married,17465,3,3,12,No
38,Male,Travel_Rarely,Sales,2,2,2,Single,7351,3,3,1,No
43,Female,Travel_Frequently,Research & Development,27,3,1,Married,10820,3,3,8,No
39,Male,Travel_Frequently,Research & Development,2,3,4,Divorced,12169,3,3,18,Yes
40,Male,Travel_Rarely,Research & Development,14,3,3,Single,19626,3,4,20,No
21,Female,Travel_Rarely,Research & Development,1,1,2,Single,2070,3,4,2,No
39,Male,Non-Travel,Research & Development,9,3,2,Single,6782,3,2,5,No
36,Male,Non-Travel,Research & Development,18,4,4,Single,7779,4,3,11,No
31,Male,Travel_Frequently,Sales,20,3,4,Married,2791,3,3,2,No
28,Male,Travel_Rarely,Research & Development,2,1,2,Married,3201,3,1,5,No
35,Male,Travel_Frequently,Sales,11,2,4,Divorced,4968,3,3,5,No
49,Male,Travel_Rarely,Sales,8,4,2,Married,13120,3,3,9,No
34,Male,Travel_Frequently,Research & Development,2,2,3,Single,4033,3,2,3,No
29,Female,Travel_Frequently,Research & Development,10,3,2,Divorced,3291,3,2,7,No
42,Male,Travel_Rarely,Research & Development,29,3,4,Single,4272,3,3,1,No
29,Male,Travel_Rarely,Research & Development,8,1,4,Married,5056,3,2,10,No
38,Male,Travel_Rarely,Human Resources,1,3,3,Married,2844,3,4,7,No
28,Male,Travel_Frequently,Research & Development,6,3,3,Divorced,2703,3,3,3,No
18,Male,Non-Travel,Research & Development,8,1,3,Single,1904,3,3,0,Yes
33,Female,Travel_Rarely,Sales,9,4,1,Single,8224,3,3,5,Yes
41,Male,Travel_Rarely,Research & Development,12,4,4,Married,4766,3,3,1,No
31,Male,Travel_Frequently,Research & Development,15,3,3,Married,2610,3,2,2,Yes
37,Female,Travel_Rarely,Research & Development,25,2,4,Divorced,5731,3,3,6,No
27,Male,Travel_Rarely,Research & Development,6,3,3,Married,2539,3,3,4,No
34,Female,Travel_Rarely,Sales,9,1,3,Married,5714,4,2,6,No
35,Male,Travel_Rarely,Human Resources,8,4,3,Single,4323,3,1,5,No
29,Female,Travel_Rarely,Sales,23,1,1,Married,7336,3,1,11,Yes
40,Female,Travel_Frequently,Research & Development,9,4,3,Single,13499,3,2,18,No
42,Male,Travel_Frequently,Sales,12,3,1,Single,13758,3,2,21,Yes
42,Male,Travel_Rarely,Sales,4,4,1,Single,5155,3,4,6,No
35,Male,Travel_Rarely,Research & Development,1,4,3,Married,2258,3,3,8,No
24,Male,Travel_Rarely,Research & Development,24,3,2,Single,3597,4,3,4,No
28,Female,Travel_Rarely,Research & Development,12,1,4,Married,2515,3,2,1,Yes
26,Male,Travel_Rarely,Research & Development,3,4,4,Married,4420,4,3,8,No
30,Male,Travel_Rarely,Sales,10,3,3,Married,6578,3,3,10,No
40,Female,Travel_Frequently,Research & Development,26,2,4,Married,4422,3,1,1,No
35,Male,Travel_Rarely,Research & Development,2,3,2,Divorced,10274,3,4,7,No
34,Male,Travel_Frequently,Research & Development,1,3,1,Single,5343,4,3,13,No
35,Male,Travel_Frequently,Research & Development,4,4,4,Married,2376,3,4,2,No
43,Female,Travel_Rarely,Sales,9,3,3,Single,5346,3,2,4,Yes
32,Female,Non-Travel,Sales,2,1,1,Divorced,2827,3,3,1,No
56,Female,Travel_Rarely,Research & Development,4,4,1,Divorced,19943,3,3,5,No
29,Female,Travel_Rarely,Research & Development,6,1,4,Married,3131,3,3,10,No
19,Male,Travel_Rarely,Research & Development,9,2,1,Single,2552,4,3,1,No
45,Female,Travel_Rarely,Research & Development,7,3,3,Married,4477,3,2,3,No
37,Female,Travel_Rarely,Research & Development,1,3,4,Married,6474,3,2,14,No
20,Male,Travel_Rarely,Research & Development,3,3,3,Single,3033,3,2,2,No
44,Male,Travel_Rarely,Research & Development,10,4,3,Single,2936,3,3,6,Yes
53,Female,Travel_Rarely,Research & Development,7,2,3,Divorced,18606,3,3,7,No
29,Female,Travel_Rarely,Research & Development,15,1,4,Married,2168,3,2,5,No
22,Male,Travel_Frequently,Research & Development,3,4,4,Married,2853,3,3,0,Yes
46,Female,Travel_Rarely,Sales,2,3,1,Married,17048,4,3,26,No
44,Male,Non-Travel,Research & Development,17,3,3,Single,2290,3,3,0,No
33,Male,Travel_Rarely,Human Resources,2,3,3,Married,3600,3,3,5,No
41,Male,Non-Travel,Research & Development,5,2,1,Divorced,2107,3,1,1,Yes
30,Male,Travel_Rarely,Sales,29,4,1,Divorced,4115,3,3,4,No
40,Male,Travel_Frequently,Sales,2,4,2,Married,4327,3,3,0,No
50,Female,Travel_Frequently,Research & Development,2,3,1,Married,17856,4,3,2,No
28,Male,Travel_Rarely,Research & Development,19,4,1,Married,3196,3,3,6,No
46,Male,Travel_Rarely,Research & Development,15,2,2,Married,19081,3,3,4,No
35,Male,Travel_Rarely,Sales,17,4,1,Married,8966,3,3,7,No
24,Female,Travel_Rarely,Research & Development,17,2,2,Married,2210,3,1,1,Yes
33,Female,Travel_Frequently,Sales,25,3,3,Married,4539,3,2,10,No
36,Male,Travel_Rarely,Research & Development,6,4,3,Divorced,2741,3,3,7,No
30,Male,Travel_Rarely,Research & Development,7,4,3,Divorced,3491,3,2,10,No
44,Male,Travel_Rarely,Research & Development,29,4,4,Single,4541,4,3,20,No
20,Male,Travel_Rarely,Sales,21,3,4,Single,2678,3,3,2,No
46,Male,Travel_Rarely,Research & Development,2,4,4,Divorced,7379,3,2,6,No
42,Male,Non-Travel,Human Resources,2,5,1,Married,6272,3,4,4,No
60,Male,Travel_Rarely,Sales,7,4,4,Divorced,5220,3,3,11,No
32,Female,Travel_Frequently,Research & Development,13,3,2,Married,2743,4,3,2,No
32,Female,Travel_Frequently,Research & Development,2,2,3,Single,4998,3,3,8,No
36,Female,Travel_Rarely,Research & Development,1,3,1,Divorced,10252,4,3,7,No
33,Male,Travel_Rarely,Research & Development,9,3,4,Married,2781,3,3,14,No
40,Female,Travel_Rarely,Sales,10,3,2,Divorced,6852,3,4,5,No
25,Male,Travel_Rarely,Sales,10,4,4,Single,4950,3,3,4,No
30,Male,Travel_Rarely,Research & Development,1,3,2,Married,3579,4,3,11,No
42,Female,Travel_Frequently,Research & Development,26,5,1,Married,13191,3,3,1,No
35,Female,Non-Travel,Sales,8,2,4,Married,10377,3,2,13,No
27,Male,Travel_Rarely,Research & Development,14,3,1,Married,2235,3,2,9,No
54,Female,Travel_Frequently,Research & Development,1,4,3,Divorced,10502,3,1,5,No
44,Female,Travel_Rarely,Research & Development,2,1,4,Married,2011,3,3,10,No
19,Female,Non-Travel,Research & Development,10,3,2,Single,1859,4,4,1,Yes
29,Female,Travel_Rarely,Research & Development,1,3,4,Divorced,3760,3,3,3,No
54,Male,Travel_Rarely,Research & Development,3,3,4,Married,17779,3,3,10,No
31,Male,Travel_Rarely,Research & Development,11,2,1,Married,6833,3,2,6,No
31,Female,Travel_Rarely,Research & Development,24,3,1,Single,6812,3,3,10,No
59,Female,Travel_Rarely,Sales,3,3,4,Single,5171,3,3,6,No
43,Male,Travel_Rarely,Research & Development,3,3,4,Married,19740,3,3,8,No
49,Male,Travel_Rarely,Research & Development,4,2,3,Married,18711,3,4,1,No
36,Male,Travel_Frequently,Research & Development,3,3,2,Married,3692,3,2,11,No
48,Male,Travel_Rarely,Research & Development,2,2,2,Single,2559,3,2,1,No
27,Male,Travel_Rarely,Research & Development,4,2,3,Divorced,2517,3,3,5,No
29,Male,Travel_Rarely,Research & Development,7,3,4,Divorced,6623,3,3,6,No
48,Male,Travel_Rarely,Research & Development,1,3,4,Single,18265,3,4,1,No
29,Female,Travel_Rarely,Research & Development,1,3,4,Divorced,16124,3,2,7,No
34,Female,Travel_Rarely,Research & Development,20,3,3,Married,2585,3,2,1,No
44,Male,Travel_Rarely,Sales,5,3,2,Married,18213,3,3,22,No
33,Male,Travel_Rarely,Sales,10,5,3,Divorced,8380,3,3,9,No
19,Female,Travel_Rarely,Research & Development,25,3,4,Single,2994,3,3,1,No
23,Male,Travel_Rarely,Research & Development,1,2,3,Married,1223,4,3,1,No
25,Male,Travel_Frequently,Sales,24,1,4,Single,1118,3,3,1,Yes
26,Male,Travel_Rarely,Research & Development,4,2,4,Single,2875,4,2,8,No
45,Female,Travel_Rarely,Sales,2,3,2,Single,18824,3,3,24,Yes
55,Male,Non-Travel,Research & Development,8,1,2,Divorced,13577,3,3,33,No
21,Female,Travel_Frequently,Research & Development,10,2,3,Single,2625,4,1,2,Yes
46,Female,Travel_Rarely,Sales,4,2,2,Married,18789,3,3,11,No
34,Female,Travel_Rarely,Sales,2,3,1,Single,4538,3,3,3,No
51,Male,Travel_Frequently,Sales,9,3,2,Divorced,19847,4,2,29,No
59,Male,Travel_Rarely,Research & Development,18,4,4,Single,10512,3,2,9,No
34,Female,Travel_Frequently,Research & Development,19,3,2,Divorced,4444,3,4,11,No
28,Male,Travel_Frequently,Research & Development,1,4,3,Single,2154,3,2,4,No
44,Male,Travel_Rarely,Research & Development,4,2,1,Divorced,19190,3,2,25,No
34,Male,Travel_Frequently,Human Resources,11,3,2,Married,4490,3,4,10,No
35,Male,Travel_Rarely,Research & Development,6,1,3,Married,3506,3,3,3,No
42,Female,Travel_Rarely,Research & Development,7,4,2,Married,2372,3,3,1,No
43,Female,Travel_Rarely,Sales,4,4,4,Single,10231,3,4,21,No
36,Female,Travel_Rarely,Research & Development,2,4,2,Single,5410,3,3,16,No
44,Female,Travel_Rarely,Research & Development,15,3,4,Married,7978,3,3,10,Yes
28,Male,Travel_Frequently,Research & Development,2,3,4,Married,3867,3,3,2,No
51,Female,Travel_Frequently,Research & Development,6,2,3,Single,2838,3,2,7,No
30,Female,Non-Travel,Research & Development,9,2,3,Single,4695,3,3,8,No
29,Female,Travel_Rarely,Research & Development,7,3,3,Divorced,3339,3,3,7,Yes
28,Male,Travel_Rarely,Research & Development,1,3,1,Single,2080,3,2,3,No
25,Female,Travel_Rarely,Research & Development,1,3,2,Single,2096,3,2,2,No
32,Male,Travel_Rarely,Sales,8,3,4,Married,6209,3,4,10,No
45,Female,Travel_Frequently,Research & Development,25,3,2,Single,18061,4,3,0,No
39,Female,Travel_Rarely,Research & Development,13,4,2,Divorced,17123,3,3,19,No
58,Male,Travel_Rarely,Research & Development,23,4,3,Divorced,2372,3,3,2,No
32,Male,Travel_Rarely,Research & Development,7,2,3,Married,4883,3,3,10,Yes
39,Male,Travel_Rarely,Research & Development,23,3,1,Single,3904,3,3,5,Yes
30,Female,Travel_Rarely,Research & Development,6,3,4,Married,4627,3,3,9,No
36,Female,Travel_Rarely,Research & Development,10,4,3,Married,7094,3,3,7,No
46,Female,Travel_Rarely,Human Resources,1,2,1,Single,3423,3,4,7,No
28,Female,Non-Travel,Research & Development,1,3,4,Married,6674,3,3,9,No
50,Female,Travel_Rarely,Research & Development,28,3,1,Married,16880,3,3,3,No
40,Male,Travel_Rarely,Sales,25,4,2,Single,9094,3,3,5,Yes
52,Male,Travel_Rarely,Sales,5,3,2,Single,8446,3,2,8,Yes
30,Female,Travel_Rarely,Research & Development,17,4,1,Married,11916,4,3,9,No
39,Male,Travel_Rarely,Research & Development,18,2,3,Single,4534,3,3,8,No
31,Female,Non-Travel,Sales,2,4,3,Divorced,9852,3,2,10,No
41,Male,Non-Travel,Sales,10,2,2,Single,6151,3,3,19,No
31,Female,Travel_Frequently,Sales,1,3,2,Single,2302,3,4,3,Yes
44,Male,Travel_Rarely,Research & Development,3,3,1,Married,2362,3,4,3,Yes
42,Male,Non-Travel,Research & Development,2,1,3,Married,17861,3,2,20,No
55,Female,Travel_Rarely,Research & Development,2,2,3,Married,19187,3,3,19,No
56,Male,Travel_Rarely,Human Resources,8,4,2,Single,19717,3,3,7,No
40,Male,Non-Travel,Research & Development,16,2,3,Divorced,3544,3,3,4,No
34,Male,Travel_Rarely,Research & Development,9,3,4,Divorced,8500,3,2,9,No
40,Male,Travel_Rarely,Research & Development,2,3,4,Single,4661,3,3,9,No
41,Female,Travel_Frequently,Sales,1,3,1,Divorced,4103,3,3,9,No
35,Male,Travel_Frequently,Research & Development,4,4,3,Single,4249,3,3,9,No
51,Male,Travel_Rarely,Human Resources,5,3,2,Divorced,14026,3,3,33,No
38,Female,Travel_Rarely,Sales,2,2,1,Divorced,6893,3,3,7,No
34,Female,Travel_Rarely,Sales,15,2,1,Single,6125,3,4,10,No
25,Male,Travel_Rarely,Research & Development,19,1,4,Married,3669,3,2,3,No
58,Female,Travel_Rarely,Research & Development,7,4,1,Married,10008,3,2,10,Yes
40,Male,Travel_Rarely,Research & Development,1,4,2,Married,2387,4,3,4,No
36,Female,Travel_Frequently,Sales,7,3,1,Married,4639,3,2,15,No
48,Male,Travel_Rarely,Research & Development,4,3,4,Single,7898,3,3,10,No
27,Female,Travel_Rarely,Sales,11,3,4,Married,2534,3,3,1,No
51,Female,Travel_Rarely,Research & Development,11,2,2,Single,13142,3,2,5,No
18,Female,Non-Travel,Research & Development,1,3,4,Single,1611,3,4,0,No
35,Female,Travel_Rarely,Research & Development,1,3,4,Married,5363,3,3,9,No
27,Male,Travel_Frequently,Sales,2,1,4,Single,5071,4,3,6,No
55,Male,Travel_Rarely,Sales,13,4,3,Single,13695,3,2,19,Yes
56,Male,Travel_Rarely,Research & Development,23,3,2,Married,13402,3,3,19,No
34,Female,Non-Travel,Research & Development,26,1,3,Divorced,2029,4,3,5,No
40,Female,Travel_Rarely,Research & Development,2,1,3,Divorced,6377,4,3,12,No
34,Male,Travel_Rarely,Research & Development,29,3,3,Married,5429,3,3,8,No
31,Female,Travel_Frequently,Sales,2,3,4,Single,2785,3,4,1,Yes
35,Female,Travel_Frequently,Sales,18,4,3,Married,4614,3,2,4,Yes
38,Male,Travel_Frequently,Research & Development,7,3,3,Divorced,2610,3,3,4,No
34,Female,Travel_Rarely,Research & Development,2,4,4,Single,6687,3,4,14,No
28,Male,Travel_Rarely,Sales,26,3,1,Married,4724,3,3,5,No
31,Male,Travel_Rarely,Research & Development,22,4,3,Married,6179,3,2,10,Yes
39,Male,Travel_Rarely,Sales,21,4,4,Married,6120,3,4,5,No
51,Male,Travel_Frequently,Sales,2,3,2,Married,10596,3,3,4,No
41,Female,Travel_Frequently,Research & Development,22,3,4,Divorced,5467,3,2,6,No
37,Male,Travel_Rarely,Research & Development,4,1,3,Married,2996,3,3,6,No
33,Male,Travel_Frequently,Sales,5,1,4,Married,9998,3,4,5,No
32,Male,Travel_Rarely,Sales,2,1,2,Married,4078,3,2,3,No
39,Male,Non-Travel,Research & Development,25,2,3,Married,10920,4,3,6,No
25,Male,Travel_Rarely,Sales,18,1,3,Married,6232,3,2,3,No
52,Female,Travel_Frequently,Research & Development,28,2,3,Married,13247,3,2,5,No
43,Female,Travel_Rarely,Research & Development,6,3,3,Single,4081,3,1,20,No
27,Female,Travel_Rarely,Sales,10,3,4,Married,5769,3,3,6,No
27,Female,Travel_Rarely,Research & Development,17,4,3,Single,2394,3,3,8,Yes
26,Male,Travel_Rarely,Research & Development,2,1,4,Single,3904,3,3,4,No
42,Female,Travel_Rarely,Human Resources,10,3,1,Married,16799,3,3,20,No
52,Female,Travel_Rarely,Research & Development,8,4,1,Married,2950,3,1,5,No
37,Female,Travel_Rarely,Research & Development,11,3,3,Single,3629,3,3,3,No
35,Male,Travel_Frequently,Research & Development,18,2,4,Single,9362,3,3,2,No
25,Male,Travel_Rarely,Research & Development,1,3,4,Married,3229,3,2,3,No
26,Male,Travel_Rarely,Research & Development,7,3,1,Single,3578,3,3,7,No
29,Male,Travel_Rarely,Human Resources,17,3,1,Single,7988,3,2,10,No
49,Male,Travel_Frequently,Research & Development,28,2,1,Single,4284,4,3,4,Yes
29,Female,Travel_Frequently,Research & Development,14,1,4,Single,7553,3,3,8,Yes
54,Female,Travel_Rarely,Research & Development,1,3,4,Single,17328,3,2,20,No
58,Female,Travel_Rarely,Research & Development,1,3,1,Married,19701,4,3,9,No
55,Male,Travel_Rarely,Research & Development,1,4,4,Divorced,14732,3,4,7,No
36,Female,Travel_Rarely,Sales,3,4,2,Single,9278,3,3,5,No
31,Female,Travel_Frequently,Sales,1,4,3,Single,1359,3,3,1,Yes
30,Female,Travel_Rarely,Sales,7,4,1,Divorced,4779,3,3,3,No
31,Female,Travel_Rarely,Research & Development,8,5,2,Single,16422,3,4,3,No
34,Male,Travel_Frequently,Research & Development,1,4,1,Divorced,2996,3,3,4,No
31,Female,Travel_Rarely,Research & Development,8,3,2,Single,1261,3,4,1,Yes
27,Male,Travel_Rarely,Research & Development,11,1,1,Married,2099,3,4,5,No
36,Male,Travel_Rarely,Research & Development,4,4,4,Single,5810,3,2,10,No
36,Female,Travel_Rarely,Sales,16,4,1,Married,5647,3,2,3,No
47,Male,Travel_Rarely,Research & Development,1,3,4,Married,3420,3,2,6,No
25,Male,Travel_Rarely,Sales,9,2,1,Married,4400,3,3,3,Yes
37,Male,Non-Travel,Research & Development,5,2,3,Single,3500,3,1,6,No
56,Female,Travel_Rarely,Research & Development,1,2,1,Married,2066,4,4,3,No
47,Female,Travel_Rarely,Research & Development,2,4,3,Married,17169,3,4,20,No
24,Female,Travel_Rarely,Sales,4,1,3,Married,4162,3,3,5,No
32,Male,Travel_Rarely,Sales,7,5,4,Married,9204,3,2,4,No
34,Female,Travel_Rarely,Research & Development,1,3,2,Married,3294,3,2,5,No
41,Male,Travel_Rarely,Research & Development,5,5,3,Married,2127,3,2,4,No
40,Male,Non-Travel,Research & Development,9,4,3,Divorced,3975,3,4,8,No
31,Male,Travel_Rarely,Sales,8,2,4,Divorced,10793,3,3,13,No
46,Male,Travel_Rarely,Sales,9,3,4,Divorced,10096,3,4,7,Yes
39,Female,Non-Travel,Research & Development,2,3,1,Single,3646,4,4,1,Yes
31,Female,Travel_Frequently,Research & Development,1,5,2,Single,7446,3,3,10,Yes
45,Male,Travel_Rarely,Research & Development,20,3,1,Divorced,10851,3,3,7,No
